Month,DayOfYear,Variety,City,Package,Low Price,High Price,Price
9,272,MINIATURE,ATLANTA,1 1/9 bushel cartons,16.5,18.0,15.524999999999999
9,267,FAIRYTALE,BOSTON,1/2 bushel cartons,15.0,16.0,31.0
10,274,FAIRYTALE,BOSTON,1/2 bushel cartons,15.0,16.0,31.0
10,281,FAIRYTALE,BOSTON,1/2 bushel cartons,15.0,16.0,31.0
10,288,FAIRYTALE,BOSTON,1/2 bushel cartons,15.0,16.0,31.0
10,295,FAIRYTALE,BOSTON,1/2 bushel cartons,15.0,16.0,31.0
10,302,FAIRYTALE,BOSTON,1/2 bushel cartons,15.0,16.0,31.0
11,309,FAIRYTALE,BOSTON,1/2 bushel cartons,15.0,16.0,31.0
9,267,PIE TYPE,BOSTON,1 1/9 bushel crates,15.0,16.0,13.95
10,274,PIE TYPE,BOSTON,1 1/9 bushel crates,15.0,16.0,13.95
10,281,PIE TYPE,BOSTON,1 1/9 bushel crates,15.0,16.0,13.95
10,288,PIE TYPE,BOSTON,1 1/9 bushel crates,15.0,16.0,13.95
10,295,PIE TYPE,BOSTON,1 1/9 bushel crates,15.0,16.0,13.95
10,302,PIE TYPE,BOSTON,1 1/9 bushel crates,15.0,16.0,13.95
11,309,PIE TYPE,BOSTON,1 1/9 bushel crates,15.0,16.0,13.95
11,316,PIE TYPE,BOSTON,1 1/9 bushel crates,15.0,16.0,13.95
11,323,PIE TYPE,BOSTON,1 1/9 bushel crates,15.0,16.0,13.95
11,330,PIE TYPE,BOSTON,1 1/9 bushel crates,15.0,16.0,13.95
12,337,PIE TYPE,BOSTON,1 1/9 bushel crates,15.0,16.0,13.95
9,267,PIE TYPE,BOSTON,1 1/9 bushel cartons,15.0,16.0,13.95
10,274,PIE TYPE,BOSTON,1 1/9 bushel cartons,15.0,16.0,13.95
10,281,PIE TYPE,BOSTON,1 1/9 bushel cartons,15.0,16.0,13.95
10,288,PIE TYPE,BOSTON,1 1/9 bushel cartons,15.0,16.0,13.95
10,295,PIE TYPE,BOSTON,1 1/9 bushel cartons,15.0,16.0,13.95
10,302,PIE TYPE,BOSTON,1 1/9 bushel cartons,15.0,16.0,13.95
11,309,PIE TYPE,BOSTON,1 1/9 bushel cartons,15.0,16.0,13.95
11,316,PIE TYPE,BOSTON,1 1/9 bushel cartons,15.0,16.0,13.95
11,323,PIE TYPE,BOSTON,1 1/9 bushel cartons,15.0,16.0,13.95
11,330,PIE TYPE,BOSTON,1 1/9 bushel cartons,15.0,16.0,13.95
12,337,PIE TYPE,BOSTON,1 1/9 bushel cartons,15.0,16.0,13.95
12,344,PIE TYPE,BOSTON,1 1/9 bushel cartons,15.0,16.0,13.95
9,265,PIE TYPE,BOSTON,bushel cartons,20.0,24.0,22.0
9,272,PIE TYPE,BOSTON,bushel cartons,20.0,24.0,22.0
9,267,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
9,267,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
10,274,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
10,274,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
10,281,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
10,281,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
10,288,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
10,288,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
10,295,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
10,295,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
10,302,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
10,302,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
11,309,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
11,309,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
9,267,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
9,267,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
10,274,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
10,274,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
10,281,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
10,281,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
10,288,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
10,288,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
10,295,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
10,295,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
10,302,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
10,302,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
11,309,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
11,309,MINIATURE,BOSTON,1/2 bushel cartons,15.0,18.0,33.0
9,267,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
9,267,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
9,267,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,18.0,15.75
10,274,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,18.0,15.75
10,274,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,18.0,15.75
10,274,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,18.0,15.75
10,281,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,18.0,15.75
10,281,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,18.0,15.75
10,281,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,18.0,15.75
10,288,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,18.0,15.75
10,288,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,18.0,15.75
10,288,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,18.0,15.75
10,295,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
10,295,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
10,295,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
10,302,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
10,302,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
10,302,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
11,309,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
11,309,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
11,309,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
11,316,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
11,316,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
11,316,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
11,323,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
11,323,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
11,323,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
11,330,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
11,330,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
12,337,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
12,337,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
12,344,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
12,344,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,17.0,15.299999999999999
8,237,PIE TYPE,CHICAGO,1 1/9 bushel cartons,20.0,20.0,18.0
9,244,PIE TYPE,CHICAGO,1 1/9 bushel cartons,20.0,20.0,18.0
9,244,PIE TYPE,CHICAGO,1 1/9 bushel cartons,18.0,18.0,16.2
9,251,PIE TYPE,CHICAGO,1 1/9 bushel cartons,20.0,20.0,18.0
9,251,PIE TYPE,CHICAGO,1 1/9 bushel cartons,18.0,18.0,16.2
9,258,PIE TYPE,CHICAGO,1 1/9 bushel cartons,18.0,20.0,17.099999999999998
9,258,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,19.0,16.2
9,265,PIE TYPE,CHICAGO,1 1/9 bushel cartons,18.0,20.0,17.099999999999998
9,265,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,19.0,16.2
9,272,PIE TYPE,CHICAGO,1 1/9 bushel cartons,18.0,20.0,17.099999999999998
9,272,PIE TYPE,CHICAGO,1 1/9 bushel cartons,17.0,19.0,16.2
10,281,PIE TYPE,CHICAGO,1 1/9 bushel cartons,22.5,22.5,20.25
10,288,PIE TYPE,CHICAGO,1 1/9 bushel cartons,22.5,22.5,20.25
10,295,PIE TYPE,CHICAGO,1 1/9 bushel cartons,22.5,22.5,20.25
10,302,PIE TYPE,CHICAGO,1 1/9 bushel cartons,22.5,22.5,20.25
11,309,PIE TYPE,CHICAGO,1 1/9 bushel cartons,22.5,22.5,20.25
11,316,PIE TYPE,CHICAGO,1 1/9 bushel cartons,22.5,22.5,20.25
11,323,PIE TYPE,CHICAGO,1 1/9 bushel cartons,22.5,22.5,20.25
11,330,PIE TYPE,CHICAGO,1 1/9 bushel cartons,22.5,22.5,20.25
12,337,PIE TYPE,CHICAGO,1 1/9 bushel cartons,22.5,22.5,20.25
9,258,MINIATURE,CHICAGO,1/2 bushel cartons,19.0,19.0,38.0
9,258,MINIATURE,CHICAGO,1/2 bushel cartons,18.0,20.0,38.0
9,258,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,19.0,36.0
9,265,MINIATURE,CHICAGO,1/2 bushel cartons,19.0,19.0,38.0
9,265,MINIATURE,CHICAGO,1/2 bushel cartons,18.0,20.0,38.0
9,265,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,19.0,36.0
9,272,MINIATURE,CHICAGO,1/2 bushel cartons,19.0,19.0,38.0
9,272,MINIATURE,CHICAGO,1/2 bushel cartons,18.0,20.0,38.0
9,272,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,19.0,36.0
9,267,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,17.0,34.0
9,267,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,17.0,34.0
9,267,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,17.0,34.0
9,267,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,18.0,35.0
9,267,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,18.0,35.0
10,274,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,18.0,35.0
10,274,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,18.0,35.0
10,274,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,18.0,35.0
10,274,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,18.0,35.0
10,281,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,18.0,35.0
10,281,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,18.0,35.0
10,281,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,18.0,35.0
10,281,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,18.0,35.0
10,288,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,18.0,35.0
10,288,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,18.0,35.0
10,288,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,18.0,35.0
10,288,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,18.0,35.0
10,295,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,17.0,34.0
10,295,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,17.0,34.0
10,295,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,17.0,34.0
10,295,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,17.0,34.0
10,302,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,17.0,34.0
10,302,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,17.0,34.0
10,302,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,17.0,34.0
10,302,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,17.0,34.0
11,309,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,17.0,34.0
11,309,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,17.0,34.0
11,309,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,17.0,34.0
11,309,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,17.0,34.0
11,316,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,17.0,34.0
11,316,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,17.0,34.0
11,316,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,18.0,35.0
11,316,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,17.0,34.0
11,323,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,17.0,34.0
11,323,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,17.0,34.0
11,323,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,17.0,34.0
11,323,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,18.0,35.0
9,251,MINIATURE,CHICAGO,1/2 bushel cartons,19.0,19.0,38.0
9,258,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,19.0,36.0
9,265,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,19.0,36.0
9,272,MINIATURE,CHICAGO,1/2 bushel cartons,17.0,19.0,36.0
9,272,PIE TYPE,COLUMBIA,1 1/9 bushel cartons,20.0,20.0,18.0
9,267,PIE TYPE,COLUMBIA,bushel cartons,19.0,19.0,19.0
10,274,PIE TYPE,COLUMBIA,bushel cartons,19.0,19.0,19.0
10,281,PIE TYPE,COLUMBIA,bushel cartons,19.0,19.0,19.0
10,288,PIE TYPE,COLUMBIA,bushel cartons,19.0,19.0,19.0
10,295,PIE TYPE,COLUMBIA,bushel cartons,19.0,19.0,19.0
10,302,PIE TYPE,COLUMBIA,bushel cartons,19.0,19.0,19.0
11,309,PIE TYPE,COLUMBIA,bushel cartons,19.0,19.0,19.0
9,265,PIE TYPE,COLUMBIA,bushel cartons,20.0,20.0,20.0
9,267,MINIATURE,COLUMBIA,1/2 bushel cartons,18.0,18.0,36.0
9,267,MINIATURE,COLUMBIA,1/2 bushel cartons,18.0,18.0,36.0
9,267,MINIATURE,COLUMBIA,1/2 bushel cartons,18.0,18.0,36.0
10,274,MINIATURE,COLUMBIA,1/2 bushel cartons,18.0,18.0,36.0
10,274,MINIATURE,COLUMBIA,1/2 bushel cartons,18.0,18.0,36.0
10,274,MINIATURE,COLUMBIA,1/2 bushel cartons,18.0,18.0,36.0
10,281,MINIATURE,COLUMBIA,1/2 bushel cartons,18.0,18.0,36.0
10,281,MINIATURE,COLUMBIA,1/2 bushel cartons,18.0,18.0,36.0
10,281,MINIATURE,COLUMBIA,1/2 bushel cartons,18.0,18.0,36.0
10,288,MINIATURE,COLUMBIA,1/2 bushel cartons,18.0,18.0,36.0
10,288,MINIATURE,COLUMBIA,1/2 bushel cartons,18.0,18.0,36.0
10,288,MINIATURE,COLUMBIA,1/2 bushel cartons,18.0,18.0,36.0
10,295,MINIATURE,COLUMBIA,1/2 bushel cartons,18.0,18.0,36.0
10,295,MINIATURE,COLUMBIA,1/2 bushel cartons,18.0,18.0,36.0
10,295,MINIATURE,COLUMBIA,1/2 bushel cartons,18.0,18.0,36.0
10,302,MINIATURE,COLUMBIA,1/2 bushel cartons,18.0,18.0,36.0
10,302,MINIATURE,COLUMBIA,1/2 bushel cartons,18.0,18.0,36.0
10,302,MINIATURE,COLUMBIA,1/2 bushel cartons,18.0,18.0,36.0
9,244,MINIATURE,COLUMBIA,1/2 bushel cartons,17.0,17.0,34.0
9,244,MINIATURE,COLUMBIA,1/2 bushel cartons,17.0,17.0,34.0
9,244,MINIATURE,COLUMBIA,1/2 bushel cartons,17.0,17.0,34.0
9,251,MINIATURE,COLUMBIA,1/2 bushel cartons,17.0,17.0,34.0
9,251,MINIATURE,COLUMBIA,1/2 bushel cartons,17.0,17.0,34.0
9,251,MINIATURE,COLUMBIA,1/2 bushel cartons,17.0,17.0,34.0
9,258,MINIATURE,COLUMBIA,1/2 bushel cartons,15.0,15.0,30.0
9,258,MINIATURE,COLUMBIA,1/2 bushel cartons,15.0,15.0,30.0
9,258,MINIATURE,COLUMBIA,1/2 bushel cartons,15.0,15.0,30.0
9,265,MINIATURE,COLUMBIA,1/2 bushel cartons,15.0,15.0,30.0
9,265,MINIATURE,COLUMBIA,1/2 bushel cartons,15.0,15.0,30.0
9,265,MINIATURE,COLUMBIA,1/2 bushel cartons,15.0,15.0,30.0
9,272,MINIATURE,COLUMBIA,1/2 bushel cartons,21.0,21.0,42.0
9,272,MINIATURE,COLUMBIA,1/2 bushel cartons,15.0,15.0,30.0
9,272,MINIATURE,COLUMBIA,1/2 bushel cartons,15.0,15.0,30.0
9,272,MINIATURE,COLUMBIA,1/2 bushel cartons,15.0,15.0,30.0
9,267,MINIATURE,COLUMBIA,bushel cartons,28.0,28.0,28.0
9,267,MINIATURE,COLUMBIA,bushel cartons,28.0,28.0,28.0
10,274,MINIATURE,COLUMBIA,bushel cartons,30.0,30.0,30.0
10,274,MINIATURE,COLUMBIA,bushel cartons,28.0,28.0,28.0
10,274,MINIATURE,COLUMBIA,bushel cartons,28.0,28.0,28.0
10,281,MINIATURE,COLUMBIA,bushel cartons,30.0,30.0,30.0
10,281,MINIATURE,COLUMBIA,bushel cartons,28.0,28.0,28.0
10,281,MINIATURE,COLUMBIA,bushel cartons,28.0,28.0,28.0
10,288,MINIATURE,COLUMBIA,bushel cartons,30.0,30.0,30.0
10,288,MINIATURE,COLUMBIA,bushel cartons,28.0,28.0,28.0
10,288,MINIATURE,COLUMBIA,bushel cartons,28.0,28.0,28.0
10,295,MINIATURE,COLUMBIA,bushel cartons,30.0,30.0,30.0
10,295,MINIATURE,COLUMBIA,bushel cartons,28.0,28.0,28.0
10,295,MINIATURE,COLUMBIA,bushel cartons,28.0,28.0,28.0
10,302,MINIATURE,COLUMBIA,bushel cartons,30.0,30.0,30.0
10,302,MINIATURE,COLUMBIA,bushel cartons,28.0,28.0,28.0
10,302,MINIATURE,COLUMBIA,bushel cartons,28.0,28.0,28.0
9,267,PIE TYPE,NEW YORK,1 1/9 bushel cartons,16.0,18.0,15.299999999999999
10,274,PIE TYPE,NEW YORK,1 1/9 bushel cartons,16.0,18.0,15.299999999999999
10,281,PIE TYPE,NEW YORK,1 1/9 bushel cartons,16.0,18.0,15.299999999999999
10,288,PIE TYPE,NEW YORK,1 1/9 bushel cartons,16.0,18.0,15.299999999999999
10,295,PIE TYPE,NEW YORK,1 1/9 bushel cartons,16.0,18.0,15.299999999999999
10,302,PIE TYPE,NEW YORK,1 1/9 bushel cartons,16.0,18.0,15.299999999999999
11,309,PIE TYPE,NEW YORK,1 1/9 bushel cartons,16.0,18.0,15.299999999999999
9,251,PIE TYPE,NEW YORK,bushel cartons,18.0,20.0,19.0
9,258,PIE TYPE,NEW YORK,bushel cartons,18.0,20.0,19.0
9,265,PIE TYPE,NEW YORK,bushel cartons,18.0,20.0,19.0
9,272,PIE TYPE,NEW YORK,bushel cartons,18.0,20.0,19.0
9,267,MINIATURE,NEW YORK,1/2 bushel cartons,15.0,18.0,33.0
9,267,MINIATURE,NEW YORK,1/2 bushel cartons,20.0,20.0,40.0
10,274,MINIATURE,NEW YORK,1/2 bushel cartons,15.0,18.0,33.0
10,274,MINIATURE,NEW YORK,1/2 bushel cartons,20.0,20.0,40.0
10,281,MINIATURE,NEW YORK,1/2 bushel cartons,18.0,18.0,36.0
10,281,MINIATURE,NEW YORK,1/2 bushel cartons,20.0,20.0,40.0
10,288,MINIATURE,NEW YORK,1/2 bushel cartons,15.0,18.0,33.0
10,288,MINIATURE,NEW YORK,1/2 bushel cartons,18.0,20.0,38.0
10,295,MINIATURE,NEW YORK,1/2 bushel cartons,18.0,20.0,38.0
10,295,MINIATURE,NEW YORK,1/2 bushel cartons,15.0,18.0,33.0
10,302,MINIATURE,NEW YORK,1/2 bushel cartons,15.0,16.0,31.0
10,302,MINIATURE,NEW YORK,1/2 bushel cartons,18.0,18.0,36.0
11,309,MINIATURE,NEW YORK,1/2 bushel cartons,15.0,16.0,31.0
11,309,MINIATURE,NEW YORK,1/2 bushel cartons,18.0,18.0,36.0
10,281,MINIATURE,NEW YORK,1 1/9 bushel crates,18.0,18.0,16.2
10,281,MINIATURE,NEW YORK,1 1/9 bushel crates,18.0,18.0,16.2
9,251,MINIATURE,NEW YORK,1/2 bushel cartons,24.0,24.0,48.0
9,251,MINIATURE,NEW YORK,1/2 bushel cartons,18.0,18.0,36.0
9,258,MINIATURE,NEW YORK,1/2 bushel cartons,16.0,20.0,36.0
9,258,MINIATURE,NEW YORK,1/2 bushel cartons,24.0,24.0,48.0
9,265,MINIATURE,NEW YORK,1/2 bushel cartons,16.0,18.0,34.0
9,272,MINIATURE,NEW YORK,1/2 bushel cartons,16.0,18.0,34.0
9,251,MINIATURE,NEW YORK,bushel cartons,32.0,32.0,32.0
10,281,MINIATURE,NEW YORK,1 1/9 bushel crates,18.0,18.0,16.2
10,281,MINIATURE,NEW YORK,1 1/9 bushel crates,18.0,18.0,16.2
10,288,MINIATURE,NEW YORK,1 1/9 bushel crates,18.0,18.0,16.2
10,288,MINIATURE,NEW YORK,1 1/9 bushel crates,18.0,18.0,16.2
10,295,PIE TYPE,DETROIT,1 1/9 bushel cartons,12.0,12.0,10.799999999999999
10,302,PIE TYPE,DETROIT,1 1/9 bushel cartons,12.0,12.0,10.799999999999999
11,309,PIE TYPE,DETROIT,1 1/9 bushel cartons,12.0,12.0,10.799999999999999
9,251,PIE TYPE,DETROIT,1 1/9 bushel cartons,22.0,22.0,19.8
9,258,PIE TYPE,DETROIT,1 1/9 bushel cartons,20.0,20.0,18.0
9,258,PIE TYPE,DETROIT,1 1/9 bushel cartons,22.0,22.0,19.8
9,265,PIE TYPE,DETROIT,1 1/9 bushel cartons,15.0,20.0,15.75
9,272,PIE TYPE,DETROIT,1 1/9 bushel cartons,15.0,15.0,13.5
